version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 6-8,domains: science,,,,,,
inject,science,"6,7,8",13,,MC,5,A. Try to ____ a bit of enthusiasm into your performance. B. The increased inflation will ____ a degree of instability into the economy.,*inject,exothermic,transverse,starch
loess,science,"6,7,8",13,,MC,5,"A. Unless the ____ bones of me and keep you the centenary worryfree. B. By contraries, ____ soil possessing of deep soil layer, suits for taproot tree.",pigment,dietary,*loess,radish
luminous,science,"6,7,8",13,,MC,5,"A. The ____ dial on the clock showed five minutes to seven. B. You may not be the most ____ of people, but as a conductor of light, you are unbeatable.",aspirin,*luminous,illuminate,endothermic
mechanism,science,"6,7,8",13,,MC,5,A. The bones and muscles are parts of the ____ of the body. B. The watch ____ is extremely intricate and very difficult to repair.,slime,*mechanism,viscosity,ovulation
nephron,science,"6,7,8",13,,MC,5,A. Antidiuretic hormone renders these segments of the ____ freely permeable to water. B. The number of branching ureteric bud could control ____ developmental decisions.,pivot,*nephron,oceanographer,gestation
oceanographer,science,"6,7,8",13,,MC,5,"A. But ____ Donald Johnson, of the University of South Mississippi in Ocean Springs, is not so sure nearby polyps are the source of the invasion. B. Outgoing AAAS President James McCarthy, an ____ from Harvard University, opened the meeting by discussing science policy during times of crisis.",inhalation,loess,semiarid,*oceanographer
pituitary,science,"6,7,8",13,,MC,5,"A. The primary lesion is generally treated with ____ surgery or irradiation, or both. B. Growth hormone is a protein made in the ____ gland at the base of the brain.",reactivity,*pituitary,ampere,boreal
polarize,science,"6,7,8",13,,MC,5,A. Public opinion has ____d on this issue. B. The nation as a whole was thoroughly ____d into left-and right-wing groups.,magnification,physicist,polarize,*polarize
prokaryotic,science,"6,7,8",13,,MC,5,"A. Bacteria A kingdom containing all the ____ organisms, formerly called Monera or Prokaryotae. B. Myxobacteria provide an excellent system for studying ____ development because they can initiate multicellular morphogenesis.",*prokaryotic,uplift,prophase,hibernation
radiate,science,"6,7,8",13,,MC,5,A. May our golden youth ____ indelible light. Grasp today! Wish you success in the College Entrance Examination! B. Dangerous emissions ____ from plutonium.,homozygous,*radiate,deflation,neutralization
resonance,science,"6,7,8",13,,MC,5,A. Playing the piano sets up ____ in those glass ornaments. B. His words will have ____ for many musicians.,*resonance,subdivide,glacial,osmosis
shear,science,"6,7,8",13,,MC,5,"A. The farmer taught her how to ____ sheep. B. The family is a constant ____ flows, flow of mind wandering forever; love is like a hill endless sand, precipitation is the long-term accumulation of care; family like the night sky the Beidou, guided the lost lamb is the direction to go home.",beverage,*shear,parallax,autotroph
solenoid,science,"6,7,8",13,,MC,5,A. Prepare the ____ valve connecting wire. B. Fit the ____ valve to the water tap - note the arrow on the body which indicates the direction of water flow.,hardwood,fusion,*solenoid,genotype
stimulate,science,"6,7,8",13,,MC,5,A. They had to reflate with a view to ____ their domestic economy. B. America's priority is rightly to ____ its economy.,mudflow,invert,*stimulate,energetic
subtropical,science,"6,7,8",13,,MC,5,A. The air was perfumed with the scent of ____ vegetation. B. Most members of the family are tropical and ____ plants; only a few penetrate into the temperate zone.,evolution,sewage,*subtropical,immunity
supergiant,science,"6,7,8",13,,MC,5,"A. Rigel is a hot ____ star some 70light-years in the distance. B. A blue-white ____ and one of the most luminous stars known, it is nearly 80light-years away.",adolescence,*supergiant,vaporize,cuticle
uplift,science,"6,7,8",13,,MC,5,A. Art was created to ____ the mind and the spirit. B. Coaches will set down and ____ passengers only as directed by the police in the streets mentioned.,*uplift,caffeine,ginkgo,inactive
alpine,science,"6,7,8",12,,MC,5,A. Our window looked out on a beautiful ____ scene. B. A wide variety of ____ flowers can be found at all altitudes.,canister,fingerprint,empirical,*alpine
cavern,science,"6,7,8",12,,MC,5,A. We entered a dark ____ redolent with manly scents gun oil and cigar smoke and boot polish. B. The underground ____ was formed where water used to flow.,oceanographer,*cavern,cerebellum,spiny
coarse,science,"6,7,8",12,,MC,5,A. My clothes were made of ____ cloth. B. The soldiers did not bother to moderate their ____ humour in her presence.,implant,urea,inhale,*coarse
cornea,science,"6,7,8",12,,MC,5,A. The ____ is the transparent membrane that covers the front of the eye. B. The ring is virtually invisible around the central ____ which is the critical area for clear vision.,platelet,ligament,cohesion,*cornea
electrode,science,"6,7,8",12,,MC,5,A. They do this by coating a metal ____ with the polymer and then varying the voltage applied to the metal. B. The ____ was found to be usable for at least months.,negatively,*electrode,cleanup,ceramic
excretion,science,"6,7,8",12,,MC,5,A. Significant ____ of solute-free water can not occur unless significant amounts of solute and water reach this point. B. They also promote sodium ____ and induce a mild volume contraction.,ionic,dilute,*excretion,chromosphere
fingernail,science,"6,7,8",12,,MC,5,A. Fielding knelt and ticked a ____ against the sedimented glass of the fishtank. B. I have the ____ clippers.,longitudinal,subdivide,*fingernail,umbra
fluorescent,science,"6,7,8",12,,MC,5,A. The strap has a ____ coating that glows in the dark. B. The fitting in the kitchen takes a ____ bulb.,amniotic,*fluorescent,dike,utensil
gecko,science,"6,7,8",12,,MC,5,"A. But ____ feet work in ionised air, which would cancel out the electrostatic effect. B. How to reverse-engineer ____ feet into something useful?",zygote,*gecko,heliocentric,auxin
geology,science,"6,7,8",12,,MC,5,A. He was visiting professor of ____ at the University of Jordan. B. We went on a ____ field trip.,metaphase,*geology,puck,halite
invert,science,"6,7,8",12,,MC,5,"A. If you ____ "" I can "" , you have "" can I "". B. Place a plate over the cake tin and ____ it.",prokaryotic,*invert,bronchi,antennae
ionosphere,science,"6,7,8",12,,MC,5,"A. Surface magnetization or an ____ can also provide a magnetosphere. B. The ____ is a complex medium, which is aeolotropy, asymmetry, dispersive and changes randomly with time.",*ionosphere,alpine,mica,luminosity
isobar,science,"6,7,8",12,,MC,5,A. This algorithm can draw ____ accurately. B. Ventilation resistance and ventilation ____ in the workings were measured with barometer.,*isobar,synapse,alkali,inversion
ligament,science,"6,7,8",12,,MC,5,A. He's snapped a ____ in his knee. B. He tore a ____ in his left knee.,*ligament,menstrual,homeostasis,subgroup
meander,science,"6,7,8",12,,MC,5,A. The TV series continues its haphazard ____ around the globe - this week it will be in Portugal. B. I liked to ____ through familiar streets.,martian,fracture,*meander,luminosity
microbe,science,"6,7,8",12,,MC,5,A. Infectivity describes the likelihood that a particular ____ will be transmitted under particular circumstances. B. And each ____ was made up of atoms and molecules.,genetics,armature,neon,*microbe
mole,science,"6,7,8",12,,MC,5,A. A ____ is a blemish on a person's skin. B. She had a tiny ____ on her cheek.,mica,fracture,deforestation,*mole
overtone,science,"6,7,8",12,,MC,5,"A. There was an ____ of regret in his farewell speech. B. Furthermore, that ____ was of deep concern to all colonizing nations troubled about the issue of racial contact and race mixture.",*overtone,cornea,alluvial,insulin
parallax,science,"6,7,8",12,,MC,5,"A. At present, ____ measurements for pulsars are few and barely significant. B. Futurism Effects of ____ have influenced the work of many twentieth century artists.",*parallax,meiosis,chickenpox,colon
petri,science,"6,7,8",12,,MC,5,"A. The aliquots were autoclaved, mixed well while hot, and poured into ____ dishes. B. A fluorescence image of 12 tobacco plantlets growing on agar within a covered Perspex ____ dish.",thermostat,agar,isotope,*petri
pharynx,science,"6,7,8",12,,MC,5,"A. The ____ and right side of the neck were heavily swollen. B. Cocainization of the ____ relieves the pain in some; when positive, this test confirms the diagnosis.",primate,genetically,*pharynx,sinkhole
planetary,science,"6,7,8",12,,MC,5,"A. He eventually discovered, however, that the ____ orbits are, in fact, elliptical. B. Several theories of ____ formation include the possibility of disturbance to axial spins during the late stages of formation of a planet.",*planetary,divergent,equinox,kettle
pregnancy,science,"6,7,8",12,,MC,5,A. Her first ____ ended in miscarriage. B. She had a difficult ____ with her first child.,*pregnancy,shrew,cellulose,endotherm
reticulum,science,"6,7,8",12,,MC,5,"A. Endoplasmic ____ stress is a kind of subcellular pathological state, and associated with many diseases. B. The electrical activities and sequences of oesophagus, ____ and the four compartments of rumen in sheep were recorded with polygram system RM-600during rest, feed, rumination and eructation .",fingerprint,electrode,*reticulum,vaporization
roundworm,science,"6,7,8",12,,MC,5,A. Signs of a ____ infection in puppies are likely to be a pot-bellied appearance and poor coat condition. B. Ascariasis is infection with the parasitic ____ Ascaris lumbricoides.,*roundworm,amniotic,tidal,puck
telophase,science,"6,7,8",12,,MC,5,"A. From the ____ of middle age to the Mingzhi period, erevy government worked with perseverance to amend the treaty system. B. At anaphase I and ____ I, chromosome nondisjunction and degenerated spindle formation resulted in multiple uneven spore production.",ohm,empirical,fibrosis,*telophase
transfusion,science,"6,7,8",12,,MC,5,A. A blood ____ saved his life. B. The project badly needs a ____ of cash.,inhibitor,*transfusion,antenna,unconformity
utility,science,"6,7,8",12,,MC,5,A. A number of domestic animals have some ____ for man while they are alive. B. This computer is of low ____ for the home user.,fixation,binary,wasp,*utility
vitreous,science,"6,7,8",12,,MC,5,A. Cast Iron quality and a dazzling range of ____ enamel colours. B. Recent analyses of the ____ component of faience found in Kerma.,agar,fertility,*vitreous,colorblindness
anaphase,science,"6,7,8",11,,MC,5,A. Then comes ____ I: the quartet of chromatids are pulled apart so as to form two sets of paired chromatids. B. The curves of SLE patients were mainly ____ fast fall form.,equinox,cohesion,*anaphase,chromatid
apparatus,science,"6,7,8",11,,MC,5,A. The new monitor ____ is automatically controlled. B. The demonstrators set up ____ for the experiment.,*apparatus,dendrite,reactor,calcite
boreal,science,"6,7,8",11,,MC,5,"A. As the snow accumulates from that little ____ patch, growing inexorably year after year, gargantuan ice sheets begin to form. B. Changes in the size of ____ forests and carbon dioxide concentrations have moved in step for most of this century.",planetary,neon,interference,*boreal
bronchi,science,"6,7,8",11,,MC,5,A. Their location in the trachea and ____ and their size are diagnostic. B. Methods Proximal ____ of 5operatively resected specimens of lung cancer by bronchoplasty were selected for different cross sectional pathological study.,clot,*bronchi,allele,neon
cerebrum,science,"6,7,8",11,,MC,5,"A. The ____ is the thinking part of the brain. B. In case of anger or nervousness, the ____ will excrete noradrenalin toxic hormone which will cause diseases.",eon,optimum,glucose,*cerebrum
conceptual,science,"6,7,8",11,,MC,5,"A. The two systems are, at bottom, ____ models. B. In the 50s, Rauschenberg anticipated the ____ art movement of the 80s.",monoxide,ampere,amorphous,*conceptual
corpus,science,"6,7,8",11,,MC,5,A. I've got the ____ of Shakespeare's works. B. It is inconceivable that any ____ should provide occurrences of all of these possibilities.,illuminate,epithelial,*corpus,adolescence
crustacean,science,"6,7,8",11,,MC,5,"A. I bite into the succulent, still-warm-from-the-grill ____ whose spice factor is near seismic. B. Today there are about 35,00species of ____ - four times as many as there are of birds.",offshore,*crustacean,fetus,amino
epoch,science,"6,7,8",11,,MC,5,A. Einstein's theory marked a new ____ in mathematics. B. The king's death marked the end of an ____ .,tarantula,*epoch,landmass,blurry
fatty,science,"6,7,8",11,,MC,5,A. There is a general presumption that ____ foods are bad for your heart. B. Don't eat ____ food or chocolates.,heliocentric,osmosis,negatively,*fatty
fig,science,"6,7,8",11,,MC,5,A. I don't really care a ____ about status. B. I don't care a ____ what others think of me.,thaw,neutralization,*fig,chromosphere
flammable,science,"6,7,8",11,,MC,5,A. Pyjamas made from ____ material have been removed from most shops. B. Hydrogen is explosively ____ when mixed with oxygen.,stigma,*flammable,emission,wastewater
forearm,science,"6,7,8",11,,MC,5,"A. My ____ deflected most of the first punch. B. Soundlessly, he swept his ____ down the whole length of the mantelpiece, scattering cards and ornaments alike.",solstice,melanin,*forearm,bronchi
gizzard,science,"6,7,8",11,,MC,5,A. The ____ was adjacent to the stomach and lined with hard plates and sandpaper-like surfaces. B. It'sticks in my ____ to do so.,*gizzard,smelt,urinary,steepness
hibernation,science,"6,7,8",11,,MC,5,"A. Bears go into ____ in the autumn. B. Growth is inhibited in the winter, but ____ takes place even in well lit tanks.",immunity,*hibernation,geology,atoll
hypothalamus,science,"6,7,8",11,,MC,5,"A. The ____ is also a major site where electrical stimulation seems to produce quite pleasurable feelings. B. The ____ controls drives like and thirst and the amygdala handles arousal, among other things.",*hypothalamus,deforestation,hibernation,atherosclerosis
lander,science,"6,7,8",11,,MC,5,"A. The ____ is wrapped in deflated airbags, cocooned within a protective aeroshell. B. The cargo ____ would include an aerobrake heat shield and a nuclear reactor on a robot truck.",*lander,abnormal,cancer,algal
longshore,science,"6,7,8",11,,MC,5,A. Delta plans may also be distorted by strong ____ drift. B. There is a ____ trough over there.,pivot,cinder,*longshore,luminous
medusa,science,"6,7,8",11,,MC,5,"A. They found the wreck of the ____ not long ago, off the coast of Mauretania. B.  A ____, or jellyfish, is part of the life cycle of just one major group of animals, the cnidarians.",pumice,mountainside,focal,*medusa
mica,science,"6,7,8",11,,MC,5,"A. Ankerite, haematite, ____ and feldspar have also been identified in smaller quantities. B. The ____ dams dry out to form white plains, with a consistency of putty.",*mica,hurl,spiny,lander
microclimate,science,"6,7,8",11,,MC,5,A. I suspected that measuring ____ in two months wasn't going to be long enough. B. Measuring the ____ was the expedition's achilles' heel.,*microclimate,boron,urea,terminal
monomer,science,"6,7,8",11,,MC,5,A. It was inflated with liquid rubber ____ under its own vapour pressure. B. Freeze-dried vaccine was mixed with the vinyl-pyrrolidone ____ before being placed into microneedle molds and polymerized at room temperature using ultraviolet light.,precision,*monomer,antibody,vitreous
photochemical,science,"6,7,8",11,,MC,5,A. The initial setting reaction is ____ polymerisation. B. Here 13million light-sensitive rods and cones cause ____ reactions which transform the light into electrical impulses.,*photochemical,oscillation,depletion,alga
physicist,science,"6,7,8",11,,MC,5,A. I think he's a ____ or something of that nature. B. He is a ____ of the first rank.,smelt,permeable,*physicist,component
prophase,science,"6,7,8",11,,MC,5,A. The ____ pollination effect of C. megacephala was better than the anaphase. B. Behind it is the narrate gap between ____ modernity and anaphase modernity.,isotope,telophase,molecular,*prophase
pseudopod,science,"6,7,8",11,,MC,5,"A. In our studies, fibroblast contractile machinery was observed to function entirely within ____s, while GFP-alpha-actinin concentrated in ____ tips and cortex. B. The point is that acceptable morality ebbs and flows into one ____ after another as society's consensus adopts new attitudes.",evolution,pyroclastic,thyroid,*pseudopod
reddish,science,"6,7,8",11,,MC,5,A. He had a sort of ____ beard. B. Blue suit and ____ - brown socks! He had fouled up again.,lander,*reddish,pulmonary,rinse
resultant,science,"6,7,8",11,,MC,5,A. The ____ design has leaned towards a course more heavily weighted towards interviewing skills. B. The ____ deferred debt service charges are included in debtors.,*resultant,sinkhole,dispersal,antennae
seaweed,science,"6,7,8",11,,MC,5,A. The ____ felt cold and slimy. B. The stink of rotting ____ was strong along the seashore.,*seaweed,fetus,optimum,reverberation
sloth,science,"6,7,8",11,,MC,5,A. The report criticizes the government's ____ in tackling environmental problems. B. The ____ spends most of its time hanging upside down from the branches.,doorknob,*sloth,purebred,vector
spongy,science,"6,7,8",11,,MC,5,A. The bread had a ____ texture. B. The earth was soft and ____ underfoot.,phagocyte,connective,*spongy,reverberation
subgroup,science,"6,7,8",11,,MC,5,A. The margin of error for that ____ was plus or minus percentage points. B. This randomised comparison is consistent with ____ data from ISIS-2.,decomposition,*subgroup,galvanometer,gamma
sustainable,science,"6,7,8",11,,MC,5,A. The government should do more to promote ____ agriculture. B. The creation of an efficient and ____ transport system is critical to the long-term future of London.,diatom,socket,*sustainable,ooze
thermostat,science,"6,7,8",11,,MC,5,A. The ____ will gauge the temperature and control the heat. B. A ____ controls the temperature in the building.,eggshell,osmosis,martian,*thermostat
utensil,science,"6,7,8",11,,MC,5,A. The best ____ for steaming is a wok because its width easily accommodates a whole fish. B. Remove with a slotted ____ to paper towels to drain.,replication,hairlike,fossilize,*utensil
venom,science,"6,7,8",11,,MC,5,A. The snake's ____ induces instant paralysis. B. There was real ____ in her voice.,*venom,fracture,plasmid,obesity
autotroph,science,"6,7,8",10,,MC,5,"A. The vegetable ____ harnesses solar radiation for its life process, converting it into chemical energy. B. In turn, high ____ productivity begets high consumer productivity, which is positively associated with herbivore diversity.",peripheral,gametophyte,starch,*autotroph
clastic,science,"6,7,8",10,,MC,5,"A. In the ____ reservoirs of west Sichuan Basin, sandstone and mudstone, tight sandstone and loose sandstone can be recognized by megascopic cuttings determination and drill time changes. B. Aim To study the secondary porosity in the ____ rock storage of Ordos Basin.",aspirin,*clastic,gametophyte,trough
cleanup,science,"6,7,8",10,,MC,5,A. The ____ of the oil spill took months. B. The plan for a citywide ____ was the mayor's baby.,hydrochloric,*cleanup,topography,gully
clot,science,"6,7,8",10,,MC,5,A. He had a blood ____ removed from his brain. B. He needed emergency surgery to remove a blood ____ from his brain.,*clot,fetus,vagina,carp
contamination,science,"6,7,8",10,,MC,5,A. There is a danger of serious ____ from radioactive waste. B. Water samples taken from streams were analysed for ____ by chemicals.,eggshell,*contamination,weightlessness,autotroph
crystalline,science,"6,7,8",10,,MC,5,"A. Her singing voice has a pure, ____ quality. B. Diamond is the ____ form of the element carbon.",emission,syringe,antenna,*crystalline
cuticle,science,"6,7,8",10,,MC,5,A. The very best product to smooth the ____ and help mend the split ends is Pure Gloss. B. Here the ____ becomes infolded and is membranous in character.,*cuticle,boron,beverage,charcoal
dike,science,"6,7,8",10,,MC,5,A. The ____ around the shop complex had broken. B. We gathered around a paddy ____ and exchanged greetings and impressions.,thyroid,*dike,forearm,gametophyte
dilute,science,"6,7,8",10,,MC,5,"A. If you give your baby juice, ____ it well with cooled, boiled water. B. Don't let time ____ the wine of friendship.Don't let distance space out missing.Blessing you,forever!",phosphorus,projectile,*dilute,appendix
endospore,science,"6,7,8",10,,MC,5,"A. In the spore stage, the microsporidian cell is typically protected by a 30-40 nm thick proteinacious exospore and a 20-35 nm thick ____ layer. B. All isolates were positive for metachromatic granules and none of these showed capsule or ____ formation.",ferromagnetic,osteoporosis,crustacean,*endospore
ferromagnetic,science,"6,7,8",10,,MC,5,A. Measuring ____ component volt - ampere characteristic in low frequency condition can offset deficiency of power - frequency experiment. B. A number of rather exotic ____ materials have been studied to this end.,tumor,*ferromagnetic,deflect,phagocyte
gametophyte,science,"6,7,8",10,,MC,5,A. The polar and egg nuclei of the female ____ are genetically identical. B. The characters of ____ and the place of phylogenesis of M. platyphylla are more primordial than that of M. strigosa.,ecological,wastewater,ohm,*gametophyte
gravitation,science,"6,7,8",10,,MC,5,A. By ____ the sun and planets act and react upon one another. B. The sun's ____ was bending the beam of light.,*gravitation,utility,protozoan,uplift
hydra,science,"6,7,8",10,,MC,5,A. Would the ____ eventually wither away spontaneously? B. And Jaq would spread the ____ far and wide.,liverwort,boreal,*hydra,genotype
hydronium,science,"6,7,8",10,,MC,5,"A. The results showed that the diffusion of the ____ ion is the dominant process. B. Be rich in negative ____ , can absorb pore dirt, clear in deep level to achieve a bright and smoothing skin. Promote blood circulation to dispel the fatigue and refresh .",*hydronium,intrusion,luminous,submerge
hydrothermal,science,"6,7,8",10,,MC,5,A. The thermal input from ____ springs along submarine spreading centers may drive major patterns of deepwater circulation. B. These hills result from ____ alteration of the granites which are characteristic of the area.,photosynthetic,polyester,*hydrothermal,oceanographer
ignite,science,"6,7,8",10,,MC,5,A. Gunpowder can fail to ____ or explode prematurely. B. Wilson can even ____ an issue which voters may not know is troubling them.,cornea,argon,*ignite,syringe
infancy,science,"6,7,8",10,,MC,5,A. He came to England in his ____. B. Her youngest child died in ____.,gaseous,porcupine,supergiant,*infancy
kettle,science,"6,7,8",10,,MC,5,A. A watched ____ [pot] never boils. B. The pot calls the ____ black.,*kettle,interference,phosphorus,topography
larynx,science,"6,7,8",10,,MC,5,A. Tickling or crawling in the ____ provokes cough and wakes them. B. Drew died of cancer of the ____ at Lambeth Hospital in 194aged 60.,*larynx,decomposition,cuticle,hertz
leafy,science,"6,7,8",10,,MC,5,A. The trail wends its way through ____ woodland and sunny meadows. B. And lifts her ____ arms to pray.,slate,binary,fixation,*leafy
linkage,science,"6,7,8",10,,MC,5,A. No one disputes the direct ____ between the unemployment rate and crime. B. There is no formal ____ between the two agreements.,pregnancy,gibbon,*linkage,influenza
lithium,science,"6,7,8",10,,MC,5,"A. The doctors put her on ____ and kept her for two weeks. B. The therapeutic range is very narrow, and ____ levels should be obtained monthly.",contamination,urinary,longitudinal,*lithium
liverwort,science,"6,7,8",10,,MC,5,"A. 'Spores of ____ are very simple and called cryptospores, ' Dr Rubeinstein told the BBC. B. Milkworth and ____ starred the green slope.",*liverwort,flask,rainstorm,convergent
metaphase,science,"6,7,8",10,,MC,5,A. A large mass of ____ or interphase cells can be detected by fluorescence in situ hybridization on chromatosome and bone marrow smears to examine the number and structure of chromatosome . B. Karyotype and random arrangement of homologous in mitotic ____ of Silphium perfoliatum L.,aurora,endotherm,instantaneous,*metaphase
mitochondrion,science,"6,7,8",10,,MC,5,"A. In animal cells ____ movement is mainly associated with microtubules. B. In aerobes with sufficient oxygen, pyruvate is transported to the ____ to undergo further transformations in the Krebs cycle.",genetically,intake,*mitochondrion,conversion
mudflow,science,"6,7,8",10,,MC,5,A. The hot gases and magma melted the ice and snow that covered the mountain and the resulting ____ continued throughout the night and the following day. B. A newly formed river then flowed through the Canyon formed by the ____.,adulthood,*mudflow,eggshell,phosphorus
nebulae,science,"6,7,8",10,,MC,5,A. ____ contain very large amounts of ionized gas. B. The size of the ____ at this stage is inversely proportional to its mass.,*nebulae,pituitary,offshore,antigen
nitrate,science,"6,7,8",10,,MC,5,A. High levels of ____ occur in eastern England because of the heavy use of fertilizers. B. Potassium ____ and potassium chloride are potassium salts.,ferromagnetic,animalia,*nitrate,ampere
ooze,science,"6,7,8",10,,MC,5,A. The wounds may heal cleanly or they may ____ a clear liquid. B. The lava will just ____ gently out of the crater.,*ooze,detergent,fertility,ionic
osteoporosis,science,"6,7,8",10,,MC,5,"A. Many people won't know they have ____ until there's a nasty break. B. Osteoporosis Otherwise known as brittle bone disease, ____ is a major cause of disability and premature death.",*osteoporosis,hydrocarbon,inheritance,relatively
pascal,science,"6,7,8",10,,MC,5,A. From about this time ____ began a series of experiments on atmospheric pressure. B. Finding the length of a string in ____ is one assembly instruction instead of a whole loop.,receptor,sulfuric,alpha,*pascal
passageway,science,"6,7,8",10,,MC,5,"A. The tunnel contracts to a narrow ____ as you go deeper. B. ""You go down that ____ over there.""",*passageway,inheritance,magnification,birch
photosynthetic,science,"6,7,8",10,,MC,5,"A. A layer of ____ bacteria lives permanently on the boundary between brackish and highly saline water. B. Meanwhile, the chlorophyll contents of Haloxylon's ____ shoots parasitized by Cistanche deserticola decreased, the praline and MDA contents increased.",trough,carbohydrate,femur,*photosynthetic
radish,science,"6,7,8",10,,MC,5,"A. Sow the ____ seeds thinly. B. Continue to sow salads like lettuce, ____ and spring onion for cropping in late summer.",*radish,protostar,fallopian,platelet
semen,science,"6,7,8",10,,MC,5,A. This may refer to the menstrual blood and ____ consumed sacramentally by some Gnostic groups. B. Some theorized that repeated rectal exposure to the ____ of different partners might be leading to an immune breakdown.,clastic,*semen,neon,carbohydrate
shale,science,"6,7,8",10,,MC,5,A. The fossils lie embedded in a matrix of ____ and sandstone. B. The hard ____ was now gone and the flat lake had become a choppy sea of sand and rock.,seesaw,steepness,spacesuit,*shale
sinkhole,science,"6,7,8",10,,MC,5,A. Hardy Utai brave the lower depths of the ____ grotto to use the water pools found there as a basis of aquacultural fields. B. The geologist added that the new ____ shares remarkable similarities with a ____ that formed in Guatemala City in 2007.,biotechnology,antennae,focal,*sinkhole
subdivide,science,"6,7,8",10,,MC,5,A. To further ____ them may make record-keeping impossibly complicated. B. And every writer seems to ____ memory differently and use his own terms to label the different types.,leafy,*subdivide,lander,convergent
subscript,science,"6,7,8",10,,MC,5,A. Using ____ comma and ____ semicolon notation a standard space-time derivative is written whilst a covariant derivative is written. B. The ____ was used on a variable that was not an array.,primate,autotroph,*subscript,deforestation
symbiotic,science,"6,7,8",10,,MC,5,A. Thus was established a ____ relationship between the power companies and the chemical indus-try. B. These interconnections argued for a close ____ relationship between the two media.,energetic,*symbiotic,duct,luminous
urea,science,"6,7,8",10,,MC,5,"A. Blood ____ nitrogen, heart rate, and respiratory rate were not related to 2-year survival. B. Birds excrete uric acid rather than ____ because it is an insoluble solid.",*urea,corpus,mesozoic,shale
urethra,science,"6,7,8",10,,MC,5,A. The ____ was the primary site of infection. B. Both slides and cultures from the cervix and ____ were negative for gonorrhoea and were duly repeated.,meander,hydra,*urethra,antibody
wastewater,science,"6,7,8",10,,MC,5,"A. The golf course will use reclaimed ____ to water the grass. B. As large amounts of ____ from piggery farm are mostly discharged directly to environment without appropriate recycle and treatment today, that bring about a serious pollution.",*wastewater,cerebellum,fluorescent,diffraction
abdomen,science,"6,7,8",9,,MC,5,A. Meyers was stabbed once in the ____ and once in the neck. B. Then Loi pointed at his ____ and grimaced with pain to make sure I understood.,retina,beverage,parasitism,*abdomen
adrenaline,science,"6,7,8",9,,MC,5,A. The ____ was coursing through his system. B. He felt a surge of pure ____ as he won the race.,electrochemical,*adrenaline,sustainability,slate
alkaline,science,"6,7,8",9,,MC,5,A. Some soils are actually too ____ for certain plant life. B. We try to revegetate the saline or ____ lands near the seashore.,glacial,uplift,*alkaline,intrusion
amorphous,science,"6,7,8",9,,MC,5,"A. A dark, strangely ____ shadow filled the room. B. I really can't understand his ____ ideas.",argon,*amorphous,homozygous,subdivide
amplify,science,"6,7,8",9,,MC,5,A. We must ____ our effort by working a lot harder. B. You may need to ____ this point.,alpine,subduction,*amplify,asphalt
antennae,science,"6,7,8",9,,MC,5,A. Sometimes a creature uses a pair of ____ to swim. B. The minister was praised for his acute political ____ .,*antennae,axon,pyroclastic,reduction
atherosclerosis,science,"6,7,8",9,,MC,5,"A. As expected, graft ____ becomes problematical in long term survivors of cardiac transplantation. B. The severe ____ in the aorta at the top shows extensive ulceration in the plaques.",nucleic,buoyant,*atherosclerosis,paramecium
birch,science,"6,7,8",9,,MC,5,A. We found that ____ bark could serve as paper. B. Should we bring back the ____ as a punishment?,algal,ionic,*birch,inhibitor
birthrate,science,"6,7,8",9,,MC,5,A. The ____ is on the decline. B. The new ____ has decreased from last year's.,birthrate,anticyclone,polyester,*birthrate
blurry,science,"6,7,8",9,,MC,5,A. My ____ vision makes it hard to drive. B. The lines are pretty ____ at this point.,pathogen,sloth,*blurry,topography
canister,science,"6,7,8",9,,MC,5,A. Hencke heard one ____ bounce off the outer hull with a dull echo like the Devil knocking at the door. B. After the fire investigators tested a similar oxygen ____ to determine whether it could generate enough heat to cause the fire.,subtropical,clot,stimulate,*canister
colorblindness,science,"6,7,8",9,,MC,5,"A. We should do something concrete about this instead of pretending that a faux ____ will make it all go away. B. I went to get my eyes examined, and they tested me for ____.",testes,shale,nonpolar,*colorblindness
conjugation,science,"6,7,8",9,,MC,5,A. It certainly demonstrates the power of ____ and provides a definite guide for further puzzles of this type. B. It was the ____ of verbs that he found most difficult; he expressed everything in infinitives.,rectum,cinder,spherical,*conjugation
correlate,science,"6,7,8",9,,MC,5,A. The results of this experiment do not ____ with the results of earlier ones. B. The results of this experiment don't ____ with the results of earlier ones.,*correlate,splint,alveoli,mountainside
crystallize,science,"6,7,8",9,,MC,5,A. Our ideas began to ____ into a definite plan. B. The liquid will ____ at 5degrees centigrade.,*crystallize,ultrasound,electrochemical,cretaceous
cystic,science,"6,7,8",9,,MC,5,A. Setting - National association for adults with ____ fibrosis. B. Weekly hours worked by adults with ____ fibrosis were not significantly different from those worked by the general population.,radish,longitudinal,starch,*cystic
desertification,science,"6,7,8",9,,MC,5,"A. If ____ continues to spread, the dust bowl will not only undermine the economy but also trigger a huge migration eastward. B. Farming is leading to the ____ of large areas of the planet.",weightlessness,*desertification,synthetic,crustacean
doorknob,science,"6,7,8",9,,MC,5,A. He jiggled the ____ noisily. B. I tried the ____ and it turned.,fixation,*doorknob,anatomy,stratosphere
