version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
cephei,science,"9,10,11,12",15,,MC,5,ERROR: no sentences found at cephei,amine,hadron,humpback,*cephei
cladistic,science,"9,10,11,12",15,,MC,5,"A. It is through ____ analysis that we are able to tell homoplasy from synapomorphy. B. Ghost lineages are frankly a contrived solution, a deus ex machina required by the ____ method.",*cladistic,catalyze,torque,nondisjunction
coinage,science,"9,10,11,12",15,,MC,5,A. The ____ was reformed under Elizabeth I . B. In this period the ____ improves in quality and increases in volume; and the Treasury of Cyrene at Delphi was built.,*coinage,analogous,torque,antinode
coordination,science,"9,10,11,12",15,,MC,5,A. The dance needs close ____ between two dancers. B. You need good hand - eye ____ to play racket sports.,*coordination,immerse,hygrometer,carcinogen
crystallization,science,"9,10,11,12",15,,MC,5,A. When a similar picture is adopted for the ____ of a polymer certain basic assumptions are made first. B. The Sandys doctrine was a ____ of the imponderables of the early years of the nuclear era.,unpolarized,spectra,saline,*crystallization
cytosol,science,"9,10,11,12",15,,MC,5,"A. In comparison with microsome antigen, the ____ and urea soluble nucleus antigen showed lower activity. B. The glucocorticoid receptor of hepatic ____ of rat was determined by the exchange assay in the presence of endogenous corticosterone.",byproduct,coordination,acetic,*cytosol
dehydration,science,"9,10,11,12",15,,MC,5,"A. The sun became relentlessly hot, adding ____ to my distress. B. Hundreds die each year from exposure, drowning and ____ as they try to elude detection by U.S.",relativistic,microprocessor,zooplankton,*dehydration
exocytosis,science,"9,10,11,12",15,,MC,5,"A. Synaptic nerve terminals and neuroendocrine cells rely on continuous vesicle cycling to support sustained ____ and transmitter release. B. In the studies cited, only the intensity of fluorescence was used to observe the metabolism, ____ and phagocytosis of cells.",flagellate,*exocytosis,contaminant,keratin
eyeglass,science,"9,10,11,12",15,,MC,5,A. The old man wore an ____ attached to a piece of ribbon. B. The ____ had fallen out and was rolling about on the floor.,detectable,crystallization,thymine,*eyeglass
frictionless,science,"9,10,11,12",15,,MC,5,A. There is a ____ hinge at C. B. The ITTF has indeed banned all ____ long pimpled rubbers as from 0July 200? This includes all long pimpled rubbers currently used.,substituent,microarray,*frictionless,mesh
halide,science,"9,10,11,12",15,,MC,5,A. An overhead rack of hot metal ____ lamps pumps out 1hours of tropical sun per day. B. It is a kind of metal ____ lamp.,thorax,binaries,spectra,*halide
halocarbon,science,"9,10,11,12",15,,MC,5,"A. The presence of fingerprints, ____ oils, and machine oils have been shown to significantly reduce the temperature resistance of metals, including stainless steel and nickel. B. Because of the harmful effects of the synthetic ____ refrigerants on environment, carbon dioxide becomes a better refrigerant as it is natural substance.",mesophyll,flux,alchemist,*halocarbon
hominin,science,"9,10,11,12",15,,MC,5,"A. From the missing mutations in the old DNA sequences the researchers calculated that the Sima ____ lived about 400,000 years ago. B. Answers to the ancestry question could come from studying ____ fossils from Africa, the researchers say.",*hominin,protista,ketone,hagfish
hypertonic,science,"9,10,11,12",15,,MC,5,A. Overzealous administration of ____ sodium bicarbonate solutions as treatment for severe metabolic acidosis of during cardiopulmonary resuscitation can have the same effect. B. A horse's sweat is ____ ie it contains a higher concentration of salts than the plasma from which it is derived.,penis,megaspore,*hypertonic,coverslip
illumination,science,"9,10,11,12",15,,MC,5,A. The skylight will provide good ____ from above. B. The only ____ was from a skylight.,*illumination,windward,glycerol,polarity
lancelet,science,"9,10,11,12",15,,MC,5,"A. As examples, she worked on lampreys in the early sixties, molluscs and ____ in the early seventies, and teleosts in the early eighties. B. These early ancestors of man, thus seen in the dim recesses of time, must have been as simply, or even still more simply organized than the ____ or amphioxus.",siphon,spontaneously,*lancelet,deplete
leukemia,science,"9,10,11,12",15,,MC,5,A. Second neoplasms after acute lymphoblastic ____ in childhood. B. Judge Jones had had a form of ____ for several years when he was sworn to the bench in December 1994.,plasmodium,nuclide,pharyngeal,*leukemia
lysogenic,science,"9,10,11,12",15,,MC,5,A. P hage induction following conjugation of a ____ bacterium with a non____ one. B. This may occur during the ____ life cycle of a temperate bacteriophage.,*lysogenic,amide,specialization,kudzu
mammary,science,"9,10,11,12",15,,MC,5,"A. If produce hyperplasia of ____ gland flocculus , be in possibly wholeMenstruationCycle has durative ache, the aggravate before classics. B. Got ____ gland hyperplasia to return can breast enhancement?",tungsten,aneroid,*mammary,hydrostatic
mandible,science,"9,10,11,12",15,,MC,5,A. The ____ is protracted and retracted in chewing. B. The ____ is a favourite subject for Hall.,triton,substrate,*mandible,pharyngeal
manure,science,"9,10,11,12",15,,MC,5,A. A green ____ is a crop grown mainly to improve soil fertility. B. The farmers were distributing ____ over the field.,myosin,*manure,naphthalene,superscript
measles,science,"9,10,11,12",15,,MC,5,"A. The doctor is quite definite about Tom having ____. B. The children all had ____, and had broken out in spots.",wobble,fluoride,*measles,relativistic
medulla,science,"9,10,11,12",15,,MC,5,A. The adrenal ____ secretes catecholamines which are not involved in any feedback mechanism to the pituitary. 340. B. The thymic cortex and ____ developed completely at stage 16.,reforestation,bluish,*medulla,fissionable
mycelium,science,"9,10,11,12",15,,MC,5,A. Pseudomonas fluorescent M 1can efficiently inhibit the ____ growth stem blight ( Mycosphaeralla melons ) in vitro. B. Hygromycin B resistance was studied on the ____ and protoplast of Lentinula edodes and Pleurotus ostreatus.,insoluble,osmotic,*mycelium,keratin
neutrino,science,"9,10,11,12",15,,MC,5,"A. There are three generations of ____ just as there are of every other particle. B. It has come from experiments with high-energy muon ____ beams at particle accelerators, and from lower-energy ____s at two nuclear reactors.",taxonomic,inert,ribosomal,*neutrino
occupant,science,"9,10,11,12",15,,MC,5,A. The sole ____ of the car was an elderly man. B. The new ____ of the only surviving manor house was a matter of extreme interest to the local population.,interstellar,*occupant,recombine,untreated
oily,science,"9,10,11,12",15,,MC,5,A. I use an ____ rag to clean my bike with. B. He always wears the ____ old pair of jeans.,glycol,oscillate,flightless,*oily
overheat,science,"9,10,11,12",15,,MC,5,A. Don't ____ the oil when cooking. B. The car is liable to ____ on long trips.,overlying,fluorescence,ionize,*overheat
pandemic,science,"9,10,11,12",15,,MC,5,"A. The intelligence estimate portrays the ____ as the bad side of globalisation. B. After the balky start, however, the WHO's ____ response system is running well.",*pandemic,internally,beet,aggregate
pathologist,science,"9,10,11,12",15,,MC,5,"A. The police ____ examined the body and confirmed that death was due to poisoning. B. As a ____ of considerable standing, his opinion will have a lot of influence.",medulla,solvation,protozoa,*pathologist
plasmodium,science,"9,10,11,12",15,,MC,5,"A. More than 5species of this ____ attack animals. B. If there is ____ in blood, usable chloroquine, avoid uses quinine, attack the medicaments such as impaludism quinoline, uncle ammonia quinoline.",arn,lode,tetra,*plasmodium
protozoa,science,"9,10,11,12",15,,MC,5,A. Biochemical Adaptation in Parasites Parasites - from ____ to helminths - occupy many environments that have markedly different physical and chemical characteristics. B. These microscopic bacteria and ____ break down cellulose and fiber into digestible nutrients.,*protozoa,hypha,interparticle,bacteriophage
purification,science,"9,10,11,12",15,,MC,5,A. Following its ____ it has been possible to study the biological properties of platelet-derived growth factor. B. The ideal candidate will have experience of protein ____ and gene cloning and should have an appreciation of plant defence mechanisms.,kilowatt,apoptosis,*purification,quark
reforestation,science,"9,10,11,12",15,,MC,5,"A. Government ____ targets are not being supported by adequate funding and can not be realised, the report claims. B. Apart from the effects of afforestation and ____ on flora and fauna, there are other environmental implications.",encase,seamount,*reforestation,operon
rotifer,science,"9,10,11,12",15,,MC,5,"A. As it happens, the ____ scandal may be on the verge of a solution. B. The fatty acid composition of ____ was deeply affected by that of the microalgae, especially the polyunsaturated fatty acids (PUFA) such as EPA and DHA.",blackbird,gasohol,*rotifer,dipole
siphon,science,"9,10,11,12",15,,MC,5,A. The big clubs ____ off all the best players. B. It took him only a few minutes to ____ off the petrol and drive away.,amethyst,mountaintop,*siphon,taxonomy
supermassive,science,"9,10,11,12",15,,MC,5,"A. Researchers conclude that the existence of winged radio galaxies proves that ____ black holes collide. B. But others, such as the Milky Way, would still have formed a ____ black hole despite never being a quasar.",phenolphthalein,enamel,*supermassive,metabolic
thorax,science,"9,10,11,12",15,,MC,5,"A. Herniation of abdominal viscera into the ____ following traumatic diaphragmatic rupture can simulate acute tension pneumo____. B. Methods The battlefield ____ close drainage equipment manufactured by our hospital, consisted of unilateral valve, C-shaped puncture needle, and silica gel drainage tube for operation.",recombine,*thorax,deletion,solvation
vestigial,science,"9,10,11,12",15,,MC,5,A. The legs of snakes are ____ or absent altogether. B. It is often possible to see the ____ remains of rear limbs on some snakes.,payload,reabsorb,superscript,*vestigial
wavefront,science,"9,10,11,12",15,,MC,5,"A. The spherical ____ of expanding gasses and space debris burst past the Aspiration, rocking the vehicle even through the shielding. B. Now, when this ____ hits a material, some of the wavelets will hit atoms and excite electrons to a higher energy state.",*wavefront,glycogen,adenosine,tetra
abdominal,science,"9,10,11,12",14,,MC,5,"A. Through this incision, the ____ cavity is distended with carbon dioxide gas. B. She was advised to have an ____ X-ray.",*abdominal,apoptosis,basaltic,lineage
autoimmune,science,"9,10,11,12",14,,MC,5,A. Of particular interest is the relationship between ____ chronic hepatitis and hepatitis C virus infection. B. Evidence has accumulated that several ____ phenomena are present in ulcerative colitis patients.,groin,ribonucleic,*autoimmune,sheath
bacteriophage,science,"9,10,11,12",14,,MC,5,"A. Analysis test for Nucleic acid revealed that ____ XY - was a 600bp, single - stranded RNA ____. B. The T ____ surface protein display system was also used to express chicken leptin protein.",*bacteriophage,developmental,radiator,jawless
centrifugal,science,"9,10,11,12",14,,MC,5,A. The civil war reinforced the ____ tendencies at work within the economy. B. The juice is extracted by ____ force.,spectra,insecticide,*centrifugal,vesicle
cephalopod,science,"9,10,11,12",14,,MC,5,"A. A small tropical ____ of the genus Spirula having prominent eyes and short arms and a many chambered coiled in a flat spiral . B. Statolith in the ____ is an important source of ecological information, and mastering the morphologic features of the statolith is fundamental to fisheries biology.",triad,bask,*cephalopod,dihydrogen
chlorofluorocarbon,science,"9,10,11,12",14,,MC,5,A. It is free of ____ gases which have been used to cool most fridges for decades. B. The amount of ozone-eating ____ in the atmosphere is dropping faster than anyone expected; the chemicals should peak around the year 200then decline.,*chlorofluorocarbon,oppositely,geosphere,basaltic
coronal,science,"9,10,11,12",14,,MC,5,"A. The study of ____ bright points, first observed extensively during the Skylab mission, is also being significantly advanced. B. Objective:To study the effects of ____ operative incision in hairline scalp on reconstruction of bones shape after the fracture of zygoma.",varnish,prion,ultrasonic,*coronal
corrode,science,"9,10,11,12",14,,MC,5,"A. Higher levels of pollution have started to ____ pipes. B. Steel tends to ____ faster in a salty atmosphere, such as by the sea.",implementation,fringe,*corrode,chromatography
deuterium,science,"9,10,11,12",14,,MC,5,"A. The nucleus of a ____ atom contains a proton and a neutron. B. He hoped that the tightly packed ____ atoms would be set in motion, their nuclei bumping into one another and fusing.",rechargeable,*deuterium,selenium,neural
encode,science,"9,10,11,12",14,,MC,5,A. Grammatical information helps learners to ____ sentences. B. The two parties ____ confidential data in a form that is not directly readable by the other party.,elongation,anterior,*encode,dope
forceps,science,"9,10,11,12",14,,MC,5,A. The figures show an increase in ____ deliveries. B. He seized a horrible pair of ____ and I closed my eyes as he started flexing his muscles.,*forceps,tubules,phosphor,illuminance
gradualism,science,"9,10,11,12",14,,MC,5,A. It rejects pragmatic ____ in favour of grand design: its ideas are described as a Vision of 2005. B. The ____ of concession merely shores up the essentials of the established system by creating an illusion as to the possibilities of change.,*gradualism,interbreed,aphid,incisor
habilis,science,"9,10,11,12",14,,MC,5,"A. The team then scrutinized naviculars of afarensis, ____, chimpanzees and gorillas. B. Developed Oldowan was assigned to ____ and Acheulean to erectus.",forceps,lemur,aqueous,*habilis
heterotrophic,science,"9,10,11,12",14,,MC,5,"A. A ____ nitrifier, named strain HN, was isolated from the greenhouse soil. The cells of isolates were Gram positive, rod or coccus. B. The quantity and composition of ____ bacteria community were investigated from water column of Portunus trituperculatus rearing pond in Meishan, Ningbo in October.",farsighted,*heterotrophic,occupant,nomenclature
illuminance,science,"9,10,11,12",14,,MC,5,A. It refers to the specified average ____ value on the lighted surface. B. An approximate matrix-calculation method for finding the ____ distribution of diffused reflection in the integrating sphere from a light source located at the sphere centre is derived.,forensic,*illuminance,subdivision,heterotrophic
incoherent,science,"9,10,11,12",14,,MC,5,A. The man was almost ____ with fear. B. He was confused and ____ and I didn't get much sense out of him.,*incoherent,interstellar,artesian,fragmentation
interparticle,science,"9,10,11,12",14,,MC,5,"A. First, they tuned the magnetic field to a value corresponding to an effective ____ attraction, and allowed the gas to equilibrate. B. Size reduction of agglomerates occurs when the shear stress developed in the polymer exceeds some critical value, this being the ____ forces.",*interparticle,supercool,autosomes,dissect
lepton,science,"9,10,11,12",14,,MC,5,"A. In this thesis, we study the ____ mixing an-gles and leptogenesis in the left-right symmetric model. B. It is proved that only ____ charge is strictly conserved and the individual conservation of the ____ number of every generation of ____s hold only approximately.",superscript,fetal,*lepton,aroma
locomotion,science,"9,10,11,12",14,,MC,5,A. Their multipurpose suckers are also used for ____ and hanging on. B. Many of the most impressive forms of animal ____ have evolved as extensions of fleeing actions.,*locomotion,chrysalis,photoperiodism,oersted
mutualistic,science,"9,10,11,12",14,,MC,5,"A. Although fungi are thought of as saprotrophic or parasitic, more than one third of the known fungi are involved in ____ symbioses. B. Furthermore, it is likely that most herbivorous dinosaurs employed a ____ gut microbiota.",*mutualistic,cation,thermodynamic,colorblind
nonspecific,science,"9,10,11,12",14,,MC,5,A. I intend to use these terms in a deliberately ____ and all-embracing way. B. What is usually found is cells with massive receptive fields with very ____ receptive field properties.,artesian,*nonspecific,interferometry,antimony
overlying,science,"9,10,11,12",14,,MC,5,"A. Coal Board contractors removed ____ rock and Stan and his co-workers systematically excavated 1tonnes of bone bed for closer laboratory study. B. The rubble of solid chilled material ____ the hot core naturally tends to insulate it, and it does so very efficiently.",hemophilia,*overlying,pelvic,sublevel
overproduction,science,"9,10,11,12",14,,MC,5,"A. ____, coupled with falling sales, has led to huge losses for the company. B. ____ caused butter mountains and wine lakes.",*overproduction,elongation,wavelet,gamete
parsec,science,"9,10,11,12",14,,MC,5,"A. But cosmologists are so comfortable with millions and billions that none of them feel the urge to invent a unit much beyond the light-year or the ____. B. On the other hand, up-close-and-personal scrutiny of this supernova may reveal oddities that someday invalidate the faith astronomers have placed in type 1a ____ sticks.",arthritis,*parsec,commercially,solubilities
phosphoric,science,"9,10,11,12",14,,MC,5,A. Methods of direct prodction of ____ acid from the phosphatic rock are described. B. Hydrofluoric acid of Porcelain Etchant and ____ acid of uni-ETCH are severe eye and tissue irritants.,disulfide,repulsion,*phosphoric,heritable
pinpoint,science,"9,10,11,12",14,,MC,5,A. With this you can ____ the precise location of the sound. B. It was almost impossible to ____ the cause of death.,metamorphism,irregularly,interparticle,*pinpoint
pressurize,science,"9,10,11,12",14,,MC,5,A. It is not a good idea to ____ children into playing a musical instrument. B. He thought she was trying to ____ him.,thigmotropism,demographer,*pressurize,micrograph
pulsar,science,"9,10,11,12",14,,MC,5,"A. The ____ is probably a different object. B. One of the ____'s original discoverers, Stanislav Djorjovski, reported finding a brighter star coinciding with the ____ last November.",lymphocytes,biochemistry,*pulsar,biogeochemical
quaternary,science,"9,10,11,12",14,,MC,5,"A. Adsorption equilibrium on ____ ammonium resin in uranyl sulphate solution, which is similar to composition used in uranium hydrometallurgy, was studied by chemical equivalent method. B. Eleven solid ____ complexes of rare earth perchlorate with diphenyl sulfoxide (L) and benzoic acid (L') have been synthesized and characterized.",carboxyl,globular,mutagen,*quaternary
recombination,science,"9,10,11,12",14,,MC,5,"A. The element R which made ____ possible has an evens chance of emerging attached to a perfect message. B. In the fluctuating combination and ____ of groups, old friends and old antagonists come across one another in shifting social contexts.",*recombination,mammary,undigested,buffer
rhinoceros,science,"9,10,11,12",14,,MC,5,A. The game wardens tranquillized the ____ with a drugged dart. B. A ____ lumbered towards them.,myosin,bismuth,*rhinoceros,protozoa
scarp,science,"9,10,11,12",14,,MC,5,A. Eventually the ____ will retreat from the original position of faulting and it may be buried by sediment. B. The back garden ended at a short steep ____ falling away to a small stream crossed only by a footbridge.,molar,phenolphthalein,*scarp,clone
shingle,science,"9,10,11,12",14,,MC,5,"A. He hung out his own ____ . B. There is a ____ beach in the town, with bathing facilities.",micrograph,fetal,*shingle,ecotourism
sunlit,science,"9,10,11,12",14,,MC,5,A. Claire looked longingly at the ____ gardens outside the window. B. The little boat was skimming across the ____ surface of the bay.,deplete,*sunlit,spatula,enthalpy
superscript,science,"9,10,11,12",14,,MC,5,"A. Mifepristone group 1chorial and decidual ____ from women that are performed artificial abortion after taking Mifepristone two days voluntary , their cyesis period is all 5to 6days. B. To create ____ or a subscript do the following.",mutagen,plutonium,*superscript,handheld
survivorship,science,"9,10,11,12",14,,MC,5,A. We need ____ because corporation and gangdom collude and slay worker. B. Then there's the problem of ____ bias.,dynamics,parenchyma,*survivorship,carboniferous
taxonomy,science,"9,10,11,12",14,,MC,5,A. It will establish a ____ of the agencies and assess the linkages between them and governments. B. Let us consider this ____ of Mr Humphries' weekend companions.,*taxonomy,covalently,hepatitis,proliferation
trimester,science,"9,10,11,12",14,,MC,5,"A. The second ____ is generally the easiest part of a pregnancy. B. We do not agree, however, that the ____ approach is necessary to accomplish this objective.",*trimester,elongate,locomotion,hydropower
tubules,science,"9,10,11,12",14,,MC,5,"A. The seminiferous ____ were gently pelleted and subjected to proteinase digestion and DNA extraction. B. The seminiferous ____ in the testes, which are the origin of the sperm cells, however, will be reduced in diameter and size.",crayfish,pith,buffer,*tubules
unreactive,science,"9,10,11,12",14,,MC,5,A. So the discovery of the ____ monatomic gas argon by Lord Rayleigh and William Ramsay in 189came as a total surprise. B. They established their monatomic and ____ nature.,cytosol,conglomerate,amniote,*unreactive
actinide,science,"9,10,11,12",13,,MC,5,"A. TRPO process for removal of ____ elements can be operated normally. B. A radioactive transuranic element in the ____ series, artificially produced in trace amounts. Its longest-lived isotope is No25with a half-life ofminutes. Atomic number102.",mitochondrial,floodplain,coloration,*actinide
adverse,science,"9,10,11,12",13,,MC,5,A. The match has been cancelled due to ____ weather conditions. B. Dirt and disease are ____ to the best growth of children.,*adverse,nitrogenous,spawn,hexane
anhydrous,science,"9,10,11,12",13,,MC,5,"A. Ammonia, also known as ____ ammonia, a colorless liquid. B. This article described the crystal model of ____ sodium sulfate in DTB crystallizer.",ecliptic,isotonic,alchemist,*anhydrous
anole,science,"9,10,11,12",13,,MC,5,A. The length of a ____ tongue is two times longer than its body. B. Blind ____ still has the ability to change color to adapt to surrounding environment.,substrate,biogeography,*anole,cycad
apogee,science,"9,10,11,12",13,,MC,5,A. His political career reached its ____ in the 1960s. B. The orbit of the artificial satellite has an ____ of 20miles from the earth.,dilution,*apogee,butane,cropland
arthritis,science,"9,10,11,12",13,,MC,5,A. New ways to treat ____ may provide an alternative to painkillers. B. Rheumatoid ____ has also been linked with the virus.,globular,*arthritis,unpaired,vestigial
autosomal,science,"9,10,11,12",13,,MC,5,"A. Congenital afibrinogenemia is a rare ____ recessive disorder, characterized by the complete absence or extremely reduced level of fibrinogen. B. Objective To elucidate the molecular mechanism of ____ dominant neurohypophyseal diabetes insipidus in Chinese.",prion,stimulant,cancerous,*autosomal
biogeochemical,science,"9,10,11,12",13,,MC,5,"A. Thus, the surface to volume ratio should be related to silicic acid flows in size-based ____ models of planktonic ecosystems. B. We discuss the ecological and ____ implications of these results.",*biogeochemical,drainage,glycolysis,wavelike
botanist,science,"9,10,11,12",13,,MC,5,A. She's a ____ and spent several years researching in the tropics. B. The ____ introduced a new species of plant to the region.,iodide,translational,*botanist,carboxylic
carboniferous,science,"9,10,11,12",13,,MC,5,"A. The ones now dead, and ____ fruit themselves. B. The layer upon layer of ____ fruit.",wavefront,leukemia,inbreed,*carboniferous
carnivorous,science,"9,10,11,12",13,,MC,5,"A. Among the ____ animals are the leopard, lion, and tiger. B. A great diversification of herbivorous and ____ forms developed from the insectivores.",milankovitch,puberty,*carnivorous,systemic
celt,science,"9,10,11,12",13,,MC,5,A. 7th century BC Celts arrived in Britain. B. The place was sacred to the Celts.,*celt,pipette,eyeglass,halocarbon
chemosynthesis,science,"9,10,11,12",13,,MC,5,"A. Different from other ____ drugs, the adverse reactions caused by most reconstituted cytokinesis due to biology activity of themselves. B. This suggests that bacterial ____ is not a sufficient source of nutrition for these creatures.",pipet,euglena,*chemosynthesis,cathode
chlorate,science,"9,10,11,12",13,,MC,5,"A. A process of electrolytic synthesis sodiumsodium ____ solution by dioxide anode based titanium metal is introduced. B. After decomposition with potassium ____ and aqua regia as well as applying nickelous nitrate as basic body improving agent, the ashing temperature is increased.",*chlorate,thrush,pharmaceutical,borax
chromatic,science,"9,10,11,12",13,,MC,5,"A. It possesses a complete ____ scale between these two notes. B. First we will deal with diatonic and ____ substitution notes, which are the main means of obscuring conventional chords.",accelerator,entomologist,hagfish,*chromatic
cyclical,science,"9,10,11,12",13,,MC,5,A. Economic activity often follows a ____ pattern. B. Changes in the economy have followed a ____ pattern.,hornblende,paramecia,thymine,*cyclical
dung,science,"9,10,11,12",13,,MC,5,A. You can see the fresh buffalo ____ on the country road. B. Beetles bury pellets of ____ and lay their eggs within them.,*dung,chromium,hexane,irregularly
dynamics,science,"9,10,11,12",13,,MC,5,A. He did research on group ____ and leadership styles. B. Market ____ are working in the company's favour.,*dynamics,anhydrous,insertion,floodplain
extracellular,science,"9,10,11,12",13,,MC,5,"A. Under normal circumstances, about one-quarter of the ____ fluid is present in the plasma space and about three-quarters in the interstitium. B. This causes an increase in ____ potassium concentration.",moraine,internally,*extracellular,methyl
fissionable,science,"9,10,11,12",13,,MC,5,A. The plants generated ____ materials for nuclear bombs during the Cold War. B. To produce ( ____ material ) in a breeder reactor.,unreactive,flagellate,*fissionable,nitrogenous
foliage,science,"9,10,11,12",13,,MC,5,"A. Early summer sunshine from the dense ____ and transmission, on the ground between India and full size coin sparkling spot. B. Most trees lose their ____ in winter.",calorimeter,*foliage,vanadium,glycerol
gastropod,science,"9,10,11,12",13,,MC,5,A. This large ____ is preserved in an oolitic limestone. B. This strange Malaysian ____ has a shell that defies the standard laws of shell twisting.,*gastropod,aggregate,stratospheric,systemic
geneticist,science,"9,10,11,12",13,,MC,5,"A. ____s in Canada have discovered a clue to the puzzle of why our cells get old and die. B. This, too, is exactly what real-life ____s do.",leathery,*geneticist,arthritis,stalagmite
geosphere,science,"9,10,11,12",13,,MC,5,"A. As an ecologically vulnerable region where atmosphere, hydrosphere, ____ and biosphere interact, the Yellow River Delta plays an important role both in economy and environment in China. B. The carbon cycle is the cycle in which carbon is exchanged between the hydrosphere, atmosphere, biosphere, and ____ of the Earth.",ventral,*geosphere,zooplankton,stoma
glaciation,science,"9,10,11,12",13,,MC,5,"A. Some of his best work, on ____ and on Old Red Sandstone, was done in his spare time. B. Both polar regions show evidence of more extensive ____ in the recent past.",globally,*glaciation,encase,glaciation
halides,science,"9,10,11,12",13,,MC,5,"A. The group III and IV elements, on the other hand, tend to form covalent ____. B. Many alkyl ____, alcohols, or alkenes can be reacted with benzene in the presence of certain catalysts to give an alkyl benzene.",*halides,kiwi,fragmentation,molar
hypochlorite,science,"9,10,11,12",13,,MC,5,A. Despite the disadvantages sodium ____ is a valuable disinfectant. B. Potassium permanganate and sodium ____ being added to anaerobic waste to speed the digestion process.,*hypochlorite,septum,climatic,negligible
implementation,science,"9,10,11,12",13,,MC,5,A. Detailed ____ of the plans was left to the regional offices. B. Very little has been achieved in the ____ of the peace agreement signed last January.,*implementation,seam,mountaintop,calibrate
infest,science,"9,10,11,12",13,,MC,5,A. The prison is ____ed with rats. B. The kitchen was ____ed with ants.,buffer,tungsten,*infest,dialysis
infiltration,science,"9,10,11,12",13,,MC,5,A. The police tried to prevent ____ by drug traffickers. B. Rainsplash washes elements downslope and reduces ____ capacity by dispersing clay particles into the large interstices of the soil.,bivalve,epidermal,*infiltration,overheat
jurassic,science,"9,10,11,12",13,,MC,5,A. ____ Park had broken all box office records. B. Pictures of dinosaurs popped up in ____ Park.,lactic,*jurassic,terrarium,updraft
keton,science,"9,10,11,12",13,,MC,5,"A. In this reaction, an ester joins with another ester, a ____, or a nitrile. B. This type of reaction gives as its product a beta ketonic ester, ____, or nitrile and an alcohol.",certification,contaminant,spatula,*ketone
kilocalorie,science,"9,10,11,12",13,,MC,5,"A. Strike thoroughly hold can use up 60____ quantity of heat, it is strong and handsome double what hold. B. Every kilograms of weight is 3____ the least.",ethane,polonium,*kilocalorie,mudslide
lemur,science,"9,10,11,12",13,,MC,5,"A. This little beast is a ____ and it lives in Madagascar. B. Prosimians, such as the nocturnal mouse ____ of Madagascan forests, feed on invertebrates and are active at night.",fizz,actinide,kudzu,*lemur
luminol,science,"9,10,11,12",13,,MC,5,A. We showed that ____ enhanced chemiluminescence from colonic mucosa biopsy specimens is increased in patients with ulcerative colitis. B. The ____ chemiluminescence reactions on noble metals and their applications in analytical chemistry are reviewed with 1references .,ejecta,uniformly,triglyceride,*luminol
macrophages,science,"9,10,11,12",13,,MC,5,"A. Almost all lacunae included ____ and degenerated cells with shrunken or condensed nuclei. B. The adventitia is rich in collagen bundles, and contains some cells that may be fibroblasts or ____.",apogee,oersted,survivorship,*macrophages
multimeter,science,"9,10,11,12",13,,MC,5,"A. Accuracies of a typical DC bench-type digital ____ can be as good as 0.00percent (count of reading for a 1/digit instrument). B. High-precision digital ____ with display intuitive, simple operation, easy to carry, and a multi-purpose nature of the table, etc. , in the electrical and other test projects, are widely used.",hagfish,splice,ductile,*multimeter
nonvolatile,science,"9,10,11,12",13,,MC,5,"A. An error occurred while writing ____ settings. B. Portable MPplayer generally adopts the ____ storage chip to make the memory at present, the capacity is small, the unit has high costs, and does not adapt to play for a long time.",ectoderm,cholerae,*nonvolatile,aromatic
oceanography,science,"9,10,11,12",13,,MC,5,"A. The obvious relevance to ____ has already been mentioned, but it is far from being the only field of application. B. Scientific visualization is coming into physical ____ as a new analysis tool.",interferon,*oceanography,saturation,grate
oleic,science,"9,10,11,12",13,,MC,5,"A. The ____ acid concentrations used are in the range encountered in patients with steatorrhea. B. Additive of medicine, food and cosmetics for supplementing ____ acid, lin____ acid and palmic acid.",eudicot,nomenclature,configuration,*oleic
operant,science,"9,10,11,12",13,,MC,5,"A. In ____ conditioning, the response should directly follow the stimulus. B. For ____ conditioning to work, at least some stimuli must be reinforcing, and others aversive, without previous training.",watertight,*operant,hadron,pipet
paramecia,science,"9,10,11,12",13,,MC,5,"A. The magnified parade of protozoas, amoeba proteus and ____ aurelia, with spirogyras and volvox green algae, amazed the kids. B. If you want to be amazed at what bacteria, amoebas and ____ and your own cells are as individual cells and then groups of cells, read Wetware.",auditory,*paramecia,thorax,gibbous
perigee,science,"9,10,11,12",13,,MC,5,A. A spacecraft passing through its ____ point is moving faster than an equivalent craft on a circular orbit of the same radius. B. Consequently the force of gravity at ____ is not enough to hold it in a circular orbit.,nuclide,orangutan,*perigee,drainage
phenotypic,science,"9,10,11,12",13,,MC,5,"A. Darwinians have usually chosen to discuss genes whose ____ effects benefit, or penalize, the survival and reproduction of whole bodies. B. The overall ____ expression of different xenobiotic metabolising enzymes in colonic carcinomas is complex.",selenium,iodide,epidermal,*phenotypic
poultry,science,"9,10,11,12",13,,MC,5,A. Their ____ are kept in the yard. B. I've read all the available literature on ____ - farming.,autosomal,wavefront,aquaculture,*poultry
predatory,science,"9,10,11,12",13,,MC,5,A. The domesticated cat retains its ____ instincts. B. We were pestered by ____ salesmen.,optics,*predatory,intestinal,moraine
redshift,science,"9,10,11,12",13,,MC,5,"A. Perhaps part of the ____ in quasars and unusual galaxies is not, after all, due to the expanding Universe. B. Worries related to the brightness of ____ supernovae and the effects of gravitational lensing are explained.",*redshift,semipermeable,phylogenetic,cottonwood
